complemento/valorTotal,dets/0/prod/qCom,dets/0/prod/uCom,dets/0/prod/vProd,dets/0/prod/vUnCom,dets/0/prod/xProd,dets/1/prod/qCom,dets/1/prod/uCom,dets/1/prod/vProd,dets/1/prod/vUnCom,dets/1/prod/xProd,ide/dhEmi/$date,infAdic/infCpl,total/icmsTot/vDesc,total/icmsTot/vProd,total/icmsTot/vTotTrib,total/icmsTot/vnf,dets/2/prod/qCom,dets/2/prod/vProd,dets/2/prod/vUnCom,dets/2/prod/xProd,dets/3/prod/qCom,dets/3/prod/vProd,dets/3/prod/vUnCom,dets/3/prod/xProd,dets/4/prod/qCom,dets/4/prod/vProd
46.47,612,KG,41.98,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T12:49:31.000Z,Mesa 7,0,46.48,3.86,46.48,,,,,,,,,,
55.66,746,KG,51.17,68.6,BUFFET,1,UN,4.5,4.5,CERVEJA,2016-01-21T12:51:42.000Z,Mesa 37,0,55.67,4.25,55.67,,,,,,,,,,
26.47,386,KG,26.47,68.6,BUFFET,,,,,,2016-01-21T12:53:39.000Z,Mesa 38,0,26.47,1.11,26.47,,,,,,,,,,
21.54,314,KG,21.54,68.6,BUFFET,,,,,,2016-01-21T12:54:14.000Z,Mesa 36,0,21.54,0.9,21.54,,,,,,,,,,
22.91,334,KG,22.91,68.6,BUFFET,,,,,,2016-01-21T12:55:07.000Z,Mesa 29,0,22.91,0.96,22.91,,,,,,,,,,
54.47,2,UN,7,3.5,AGUA,692,KG,47.47,68.6,BUFFET,2016-01-21T12:55:44.000Z,Mesa 27,0,54.47,5.26,54.47,,,,,,,,,,
39.89,516,KG,35.39,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T12:56:45.000Z,Mesa 35,0,39.89,3.59,39.89,,,,,,,,,,
105.15,1402,KG,96.17,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T12:57:34.000Z,Mesa 23,0,105.17,8.24,105.17,1,4.5,4.5,REFRIGERANTE,,,,,,
29.08,424,KG,29.08,68.6,BUFFET,,,,,,2016-01-21T12:59:32.000Z,Mesa 21,0,29.08,1.22,29.08,,,,,,,,,,
86.92,1,UN,4.5,4.5,SUCO,1,UN,4.9,4.9,SUCO,2016-01-21T13:01:20.000Z,Mesa 19,0,86.93,8.08,86.93,1,5.5,5.5,REFRIGERANTE,1.05,72.03,68.6,BUFFET,,
92.4,1,UN,12,12,SOBREMESA,1,UN,12,12,SOBREMESA,2016-01-21T13:02:13.000Z,Mesa 18,0,92.4,12.81,92.4,866,59.4,68.6,BUFFET,1,4.5,4.5,REFRIGERANTE,1,4.5
65.37,822,KG,56.38,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:03:01.000Z,Mesa 33,0,65.38,6.57,65.38,1,4.5,4.5,REFRIGERANTE,,,,,,
67.29,1,UN,3.5,3.5,AGUA,0.93,KG,63.79,68.6,BUFFET,2016-01-21T13:04:04.000Z,Mesa 42,0,67.29,4.31,67.29,,,,,,,,,,
63.21,856,KG,58.72,68.6,BUFFET,1,UN,4.5,4.5,CERVEJA,2016-01-21T13:04:16.000Z,Mesa 22,0,63.22,4.57,63.22,,,,,,,,,,
33.3,1,UN,4.9,4.9,SUCO,414,KG,28.4,68.6,BUFFET,2016-01-21T13:05:11.000Z,Mesa 41,0,33.3,3.48,33.3,,,,,,,,,,
33.95,1,UN,3.5,3.5,AGUA,444,KG,30.45,68.6,BUFFET,2016-01-21T13:09:11.000Z,Mesa 16,0,33.95,2.91,33.95,,,,,,,,,,
74.22,0.95,KG,65.24,68.6,BUFFET,2,UN,9,4.5,REFRIGERANTE,2016-01-21T13:09:19.000Z,Mesa 15,0,74.24,6.08,47.99,,,,,,,,,,
31.52,394,KG,27.02,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:10:35.000Z,Mesa 43,0,31.52,3.24,31.52,,,,,,,,,,
23.94,1,UN,3.5,3.5,AGUA,298,KG,20.44,68.6,BUFFET,2016-01-21T13:13:47.000Z,Mesa 40,0,23.94,2.49,23.94,,,,,,,,,,
35.09,446,KG,30.59,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:15:28.000Z,Mesa 47,0,35.09,3.39,35.09,,,,,,,,,,
53.47,1,UN,4.5,4.5,SUCO,0.71,KG,48.97,68.6,BUFFET,2016-01-21T13:16:48.000Z,Mesa 13,0,53.47,2.25,37.15,,,,,,,,,,
26.86,1,UN,4.5,4.5,SUCO,326,KG,22.36,68.6,BUFFET,2016-01-21T13:17:49.000Z,Mesa 14,0,26.86,1.13,26.86,,,,,,,,,,
41.96,1,UN,4.5,4.5,SUCO,0.55,KG,37.46,68.6,BUFFET,2016-01-21T13:17:56.000Z,Mesa 11,0,41.96,1.77,29.47,,,,,,,,,,
70.46,896,KG,61.46,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:20:43.000Z,Mesa 46,0,70.46,6.78,70.46,1,4.5,4.5,CERVEJA,,,,,,
35.23,448,KG,30.73,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:23:29.000Z,Mesa 51,0,35.23,3.39,35.23,,,,,,,,,,
32.9,414,KG,28.4,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:23:42.000Z,Mesa 55,0,32.9,3.29,32.9,,,,,,,,,,
48.8,646,KG,44.31,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:26:18.000Z,Mesa 58,0,48.81,3.96,48.81,,,,,,,,,,
27.34,1,UN,1,1,CHA,384,KG,26.34,68.6,BUFFET,2016-01-21T13:26:28.000Z,Mesa 57,0,27.34,1.58,27.34,,,,,,,,,,
66.59,812,KG,55.7,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:26:36.000Z,Mesa 53,0,66.6,7.43,66.6,2,6.4,3.2,DOCINHOS,,,,,,
87.87,1.15,KG,78.89,68.6,BUFFET,2,UN,9,4.5,REFRIGERANTE,2016-01-21T13:32:23.000Z,Mesa 63,0,87.89,7.51,87.89,,,,,,,,,,
29.49,0.43,KG,29.49,68.6,BUFFET,,,,,,2016-01-21T13:32:34.000Z,Mesa 56,0,29.49,1.24,29.49,,,,,,,,,,
23.18,338,KG,23.18,68.6,BUFFET,,,,,,2016-01-21T13:32:44.000Z,Mesa 60,0,23.18,0.97,23.18,,,,,,,,,,
29.6,366,KG,25.1,68.6,BUFFET,1,UN,4.5,4.5,CERVEJA,2016-01-21T13:32:56.000Z,Mesa 59,0,29.6,3.15,29.6,,,,,,,,,,
20.95,186,KG,12.75,68.6,BUFFET,1,UN,8.2,8.2,BULE CHA,2016-01-21T13:42:44.000Z,Mesa 72,0,20.95,4.37,20.95,,,,,,,,,,
26.06,0.38,KG,26.06,68.6,BUFFET,,,,,,2016-01-21T13:43:22.000Z,Mesa 75,0,26.06,1.09,26.06,,,,,,,,,,
33.99,0.43,KG,29.49,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:44:27.000Z,Mesa 70,0,33.99,3.34,33.99,,,,,,,,,,
131.81,1,UN,3.5,3.5,AGUA,2,UN,2,1,CHA,2016-01-21T13:46:30.000Z,Mesa 66,0,131.84,15.17,131.84,1591,109.14,68.6,BUFFET,1,4.5,4.5,REFRIGERANTE,1,4.5
30.04,438,KG,30.04,68.6,BUFFET,,,,,,2016-01-21T13:46:38.000Z,Mesa 69,0,30.04,1.26,30.04,,,,,,,,,,
74.43,954,KG,65.44,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:53:09.000Z,Mesa 67,0,74.44,6.95,74.44,1,4.5,4.5,CERVEJA,,,,,,
49.9,662,KG,45.41,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T13:55:27.000Z,Mesa 78,0,49.91,4.01,49.91,,,,,,,,,,
68.93,2,UN,12,6,CERVEJA,0.83,KG,56.93,68.6,BUFFET,2016-01-21T13:59:14.000Z,Mesa 71,0,68.93,8,68.93,,,,,,,,,,
11.79,172,KG,11.79,68.6,BUFFET,,,,,,2016-01-21T13:59:25.000Z,Mesa 81,0,11.79,0.5,11.79,,,,,,,,,,
31.21,1,UN,3.5,3.5,AGUA,404,KG,27.71,68.6,BUFFET,2016-01-21T14:13:30.000Z,Mesa 82,0,31.21,2.79,31.21,,,,,,,,,,
34.7,506,KG,34.71,68.6,BUFFET,,,,,,2016-01-21T14:14:47.000Z,Mesa 83,0,34.71,1.46,34.71,,,,,,,,,,
68.56,934,KG,64.07,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T14:19:53.000Z,Mesa 76,0,68.57,4.79,68.57,,,,,,,,,,
44.28,0.58,KG,39.78,68.6,BUFFET,1,UN,4.5,4.5,REFRIGERANTE,2016-01-21T14:29:10.000Z,Mesa 64,0,44.28,3.77,44.28,,,,,,,,,,
40.21,514,KG,35.26,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T19:42:04.000Z,Mesa 5,0,40.21,3.79,40.21,,,,,,,,,,
39.65,506,KG,34.71,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T20:20:59.000Z,Mesa 2,0,39.66,3.77,39.66,,,,,,,,,,
129.77,1.82,KG,124.85,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T20:21:52.000Z,Mesa 1,0,129.8,7.55,129.8,,,,,,,,,,
117.72,3,UN,18,6,CERVEJA,1454,KG,99.74,68.6,BUFFET,2016-01-21T20:35:24.000Z,Mesa 8,0,117.74,12.6,117.74,,,,,,,,,,
109.82,1384,KG,94.94,68.6,BUFFET,2,UN,9.9,4.95,REFRIGERANTE,2016-01-21T20:36:15.000Z,Mesa 10,0,109.84,8.83,109.84,1,5,5,SUCO,,,,,,
130.06,1.68,KG,115.24,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T20:37:56.000Z,Mesa 96,0,130.09,11.78,130.09,2,9.9,4.95,CERVEJA,,,,,,
18.65,272,KG,18.65,68.6,BUFFET,,,,,,2016-01-21T20:40:31.000Z,Mesa 18,0,18.65,0.78,18.65,,,,,,,,,,
23.46,1,UN,3.85,3.85,AGUA,286,KG,19.61,68.6,BUFFET,2016-01-21T20:50:24.000Z,Mesa 3,0,23.46,2.62,23.46,,,,,,,,,,
78.75,1004,KG,68.87,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T20:54:00.000Z,Mesa 19,0,78.77,7.51,78.77,1,4.95,4.95,REFRIGERANTE,,,,,,
44.73,0.58,KG,39.78,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T20:54:16.000Z,Mesa 16,0,44.73,3.98,44.73,,,,,,,,,,
40.47,1,UN,3.85,3.85,AGUA,534,KG,36.63,68.6,BUFFET,2016-01-21T20:54:25.000Z,Mesa 17,0,40.48,3.34,40.48,,,,,,,,,,
82.67,1,UN,3.85,3.85,AGUA,1,UN,16,16,SAKE,2016-01-21T21:10:25.000Z,Mesa 92,0,82.68,11.91,82.68,916,62.83,68.6,BUFFET,,,,,,
38.41,1,UN,3.85,3.85,AGUA,504,KG,34.57,68.6,BUFFET,2016-01-21T21:10:39.000Z,Mesa 93,0,38.42,3.25,38.42,,,,,,,,,,
60.91,816,KG,55.97,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T21:14:56.000Z,Mesa 35,0,60.92,4.66,60.92,,,,,,,,,,
37.18,0.47,KG,32.24,68.6,BUFFET,1,UN,4.95,4.95,CERVEJA,2016-01-21T21:15:56.000Z,Mesa 33,0,37.19,3.66,37.19,,,,,,,,,,
68.73,1,UN,3.85,3.85,AGUA,946,KG,64.89,68.6,BUFFET,2016-01-21T21:20:14.000Z,Mesa 46,0,68.74,4.53,68.74,,,,,,,,,,
101.92,1298,KG,89.04,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T21:27:00.000Z,Mesa 30,0,101.94,9.76,101.94,1,7.95,7.95,CERVEJA LATA,,,,,,
190.91,2422,KG,166.14,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T21:29:02.000Z,Mesa 36,0,190.94,16.43,190.94,1,4.95,4.95,REFRIGERANTE,1,4.95,4.95,REFRIGERANTE,1,4.95
96.87,1,UN,16,16,SAKE,1.18,KG,80.86,68.6,BUFFET,2016-01-21T21:36:29.000Z,Mesa 11,0,96.87,13.48,69.91,,,,,,,,,,
60.29,0.88,KG,60.29,68.6,BUFFET,,,,,,2016-01-21T21:36:49.000Z,Mesa 13,0,60.29,2.54,40.19,,,,,,,,,,
50.07,0.73,KG,50.07,68.6,BUFFET,,,,,,2016-01-21T21:37:35.000Z,Mesa 14,0,50.07,2.1,50.07,,,,,,,,,,
149.41,2,UN,7.7,3.85,AGUA,1922,KG,131.84,68.6,BUFFET,2016-01-21T21:41:26.000Z,Mesa 22,0,149.44,13.76,149.44,2,9.9,4.95,REFRIGERANTE,,,,,,
85.52,1,UN,21.9,21.9,SAKE,1,UN,3.85,3.85,AGUA,2016-01-21T21:41:48.000Z,Mesa 4,0,85.53,17.09,85.53,1,6,6,CERVEJA,784,53.78,68.6,BUFFET,,
69.59,4,UN,4,1,CHA,884,KG,60.64,68.6,BUFFET,2016-01-21T21:42:43.000Z,Mesa 28,0,69.59,6.73,69.59,1,4.95,4.95,REFRIGERANTE,,,,,,
41.3,0.53,KG,36.35,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T21:43:28.000Z,Mesa 27,0,41.3,3.84,41.3,,,,,,,,,,
86.57,1,UN,3.85,3.85,AGUA,1206,KG,82.73,68.6,BUFFET,2016-01-21T21:48:58.000Z,Mesa 51,0,86.58,5.27,86.58,,,,,,,,,,
81.09,1,UN,3.85,3.85,AGUA,1054,KG,72.3,68.6,BUFFET,2016-01-21T21:49:20.000Z,Mesa 59,0,81.1,7.15,81.1,1,4.95,4.95,REFRIGERANTE,,,,,,
91.73,1,UN,3.85,3.85,AGUA,1,UN,15,15,SAKE,2016-01-21T22:01:27.000Z,Mesa 97,0,91.74,22.33,91.74,1,15,15,CAIPIROSKA,704,48.29,68.6,BUFFET,3,9.6
44.61,604,KG,41.43,68.6,BUFFET,1,UN,3.2,3.2,DOCINHOS,2016-01-21T22:05:14.000Z,Mesa 6,0,44.63,3.23,44.63,,,,,,,,,,
47.87,1,UN,16,16,SAKE,1,UN,15,15,CAIPIROSKA,2016-01-21T22:08:31.000Z,Mesa 95,0,47.87,15.19,47.87,246,16.87,68.6,BUFFET,,,,,,
65.16,0.95,KG,65.17,68.6,BUFFET,,,,,,2016-01-21T22:09:33.000Z,Mesa 63,0,65.17,2.74,65.17,,,,,,,,,,
40.39,1,UN,5,5,CERVEJA,516,KG,35.39,68.6,BUFFET,2016-01-21T22:10:08.000Z,Mesa 26,0,40.39,3.83,40.39,,,,,,,,,,
106.57,1,UN,16,16,SAKE,994,KG,68.18,68.6,BUFFET,2016-01-21T22:11:17.000Z,Mesa 94,0,106.58,20.8,106.58,1,6.5,6.5,CERVEJA LATA,2,15.9,7.95,CERVEJA LATA,,
30.86,1,UN,5.5,5.5,SUCO,1,UN,12,12,CAIPIRINHA,2016-01-21T22:12:05.000Z,Mesa 98,0,30.86,6.4,30.86,122,8.36,68.6,BUFFET,1,5,5,SUCO,,
72.52,2,UN,9,4.5,LIMONADA,926,KG,63.52,68.6,BUFFET,2016-01-21T22:12:32.000Z,Mesa 61,0,72.52,3.05,72.52,,,,,,,,,,
113.59,1,UN,7,7,CERVEJA,1,UN,12.5,12.5,WHISKY,2016-01-21T22:14:45.000Z,Mesa 57,0,113.61,13.06,113.61,1372,94.11,68.6,BUFFET,,,,,,
145.55,1,UN,6.9,6.9,CERVEJA LATA,1,UN,9.8,9.8,CERVEJA LATA,2016-01-21T22:15:58.000Z,Mesa 47,0,145.56,26.35,145.56,1,15,15,SAKE,1428,97.96,68.6,BUFFET,2,15.9
51.03,2,UN,14,7,SUSHI ESPECIAL,0.54,KG,37.04,68.6,BUFFET,2016-01-21T22:17:36.000Z,Mesa 23,0,51.04,8.1,51.04,,,,,,,,,,
40.06,2,UN,14,7,SUSHI ESPECIAL,0.38,KG,26.06,68.6,BUFFET,2016-01-21T22:18:41.000Z,Mesa 24,0,40.06,7.63,40.06,,,,,,,,,,
43.91,1,UN,5.5,5.5,SUCO,0.56,KG,38.41,68.6,BUFFET,2016-01-21T22:19:18.000Z,Mesa 42,0,43.91,1.84,43.91,,,,,,,,,,
16.6,242,KG,16.6,68.6,BUFFET,,,,,,2016-01-21T22:19:47.000Z,Mesa 44,0,16.6,0.7,16.6,,,,,,,,,,
25.65,374,KG,25.65,68.6,BUFFET,,,,,,2016-01-21T22:21:53.000Z,Mesa 43,0,25.65,1.08,25.65,,,,,,,,,,
40.48,518,KG,35.53,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T22:22:12.000Z,Mesa 40,0,40.48,3.8,40.48,,,,,,,,,,
28.93,2,UN,10,5,CERVEJA,276,KG,18.93,68.6,BUFFET,2016-01-21T22:22:19.000Z,Mesa 25,0,28.93,5.47,28.93,,,,,,,,,,
47.47,0.62,KG,42.53,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T22:22:28.000Z,Mesa 41,0,47.48,4.1,47.48,,,,,,,,,,
63.57,1,UN,1,1,CHA,1,UN,12.5,12.5,WHISKY,2016-01-21T22:30:10.000Z,Mesa 70,0,63.57,8.41,63.57,0.73,50.07,68.6,BUFFET,,,,,,
76.13,1,UN,7,7,SUSHI ESPECIAL,892,KG,61.19,68.6,BUFFET,2016-01-21T22:31:16.000Z,Mesa 53,0,76.14,9.55,76.14,1,7.95,7.95,CERVEJA LATA,,,,,,
71.48,1,UN,3.85,3.85,AGUA,986,KG,67.63,68.6,BUFFET,2016-01-21T22:31:55.000Z,Mesa 56,0,71.48,4.64,71.48,,,,,,,,,,
29.64,0.36,KG,24.69,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T22:32:32.000Z,Mesa 89,0,29.64,3.35,29.64,,,,,,,,,,
45.16,1,UN,3.85,3.85,AGUA,1,UN,12.5,12.5,WHISKY,2016-01-21T22:34:10.000Z,Mesa 90,0,45.16,8.85,45.16,0.42,28.81,68.6,BUFFET,,,,,,
73.27,1,UN,3.85,3.85,AGUA,0.94,KG,64.48,68.6,BUFFET,2016-01-21T22:38:08.000Z,Mesa 69,0,73.28,6.82,73.28,1,4.95,4.95,REFRIGERANTE,,,,,,
30.46,372,KG,25.51,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T22:58:42.000Z,Mesa 72,0,30.46,3.38,30.46,,,,,,,,,,
78.74,1,UN,5.5,5.5,SUCO,1,UN,4.5,4.5,LIMONADA,2016-01-21T22:59:29.000Z,Mesa 71,0,78.74,5.41,78.74,0.93,63.79,68.6,BUFFET,1,4.95,4.95,REFRIGERANTE,,
79.89,2,UN,14,7,SUSHI ESPECIAL,1,UN,9.8,9.8,CERVEJA LATA,2016-01-21T23:01:49.000Z,Mesa 68,0,79.91,13.48,79.91,818,56.11,68.6,BUFFET,,,,,,
59.82,0.8,KG,54.88,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-21T23:11:07.000Z,Mesa 73,0,59.83,4.61,59.83,,,,,,,,,,
52.28,0.69,KG,47.33,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T11:58:53.000Z,Mesa 21,0,52.28,4.3,52.28,,,,,,,,,,
46.41,1,UN,1,1,CHA,662,KG,45.41,68.6,BUFFET,2016-01-22T12:01:24.000Z,Mesa 4,0,46.41,2.38,46.41,,,,,,,,,,
24.74,1,UN,1,1,CHA,274,KG,18.79,68.6,BUFFET,2016-01-22T12:01:35.000Z,Mesa 5,0,24.74,3.57,24.74,1,4.95,4.95,REFRIGERANTE,,,,,,
30.87,0.45,KG,30.87,68.6,BUFFET,,,,,,2016-01-22T12:04:20.000Z,Mesa 27,0,30.87,1.3,30.87,,,,,,,,,,
106.22,1,UN,1,1,CHA,1.39,KG,95.35,68.6,BUFFET,2016-01-22T12:10:18.000Z,Mesa 1,0,106.25,9.09,106.25,1,4.95,4.95,REFRIGERANTE,1,4.95,4.95,REFRIGERANTE,,
43.26,512,KG,35.12,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:11:46.000Z,Mesa 18,0,43.27,5.28,43.27,1,3.2,3.2,DOCINHOS,,,,,,
93.17,1,UN,1,1,CHA,1344,KG,92.19,68.6,BUFFET,2016-01-22T12:12:29.000Z,Mesa 2,0,93.19,4.34,93.19,,,,,,,,,,
54.73,798,KG,54.74,68.6,BUFFET,,,,,,2016-01-22T12:14:00.000Z,Mesa 17,0,54.74,2.3,54.74,,,,,,,,,,
33.61,0.49,KG,33.61,68.6,BUFFET,,,,,,2016-01-22T12:14:44.000Z,Mesa 14,0,33.61,1.41,33.61,,,,,,,,,,
47.54,0.69,KG,47.54,68.6,BUFFET,,,,,,2016-01-22T12:16:01.000Z,Mesa 13,0,47.54,2,31.69,,,,,,,,,,
41.02,598,KG,41.02,68.6,BUFFET,,,,,,2016-01-22T12:16:10.000Z,Mesa 16,0,41.02,1.72,41.02,,,,,,,,,,
62.29,1,UN,3.85,3.85,AGUA,0.78,KG,53.5,68.6,BUFFET,2016-01-22T12:21:41.000Z,Mesa 19,0,62.3,6.36,62.3,1,4.95,4.95,CERVEJA,,,,,,
24.56,286,KG,19.61,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:22:42.000Z,Mesa 30,0,24.56,3.13,24.56,,,,,,,,,,
40.57,1,UN,4.5,4.5,LIMONADA,526,KG,36.08,68.6,BUFFET,2016-01-22T12:22:59.000Z,Mesa 29,0,40.58,1.71,40.58,,,,,,,,,,
26.9,0.32,KG,21.95,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:23:25.000Z,Mesa 33,0,26.9,3.23,26.9,,,,,,,,,,
24.28,354,KG,24.28,68.6,BUFFET,,,,,,2016-01-22T12:27:31.000Z,Mesa 46,0,24.28,1.02,24.28,,,,,,,,,,
27.17,324,KG,22.22,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:29:24.000Z,Mesa 22,0,27.17,3.24,27.17,,,,,,,,,,
25.11,294,KG,20.16,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:30:15.000Z,Mesa 38,0,25.11,3.16,25.11,,,,,,,,,,
30.88,378,KG,25.93,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:30:47.000Z,Mesa 40,0,30.88,3.4,30.88,,,,,,,,,,
31.29,384,KG,26.34,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:30:53.000Z,Mesa 23,0,31.29,3.42,31.29,,,,,,,,,,
59.35,2,UN,7.7,3.85,AGUA,0.75,KG,51.65,68.6,BUFFET,2016-01-22T12:31:00.000Z,Mesa 11,0,59.35,5.04,38.28,,,,,,,,,,
40.8,476,KG,32.65,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:31:06.000Z,Mesa 8,0,40.8,5.17,40.8,1,3.2,3.2,DOCINHOS,,,,,,
28.27,0.34,KG,23.32,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:31:14.000Z,Mesa 10,0,28.27,3.29,28.27,,,,,,,,,,
62.61,1,UN,5.5,5.5,SUCO,786,KG,53.91,68.6,BUFFET,2016-01-22T12:31:20.000Z,Mesa 9,0,62.61,3.98,62.61,1,3.2,3.2,DOCINHOS,,,,,,
31.29,384,KG,26.34,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:31:27.000Z,Mesa 7,0,31.29,3.42,31.29,,,,,,,,,,
43.77,566,KG,38.82,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:31:34.000Z,Mesa 6,0,43.77,3.94,43.77,,,,,,,,,,
29.36,428,KG,29.36,68.6,BUFFET,,,,,,2016-01-22T12:34:34.000Z,Mesa 57,0,29.36,1.23,29.36,,,,,,,,,,
58.43,1,UN,5.5,5.5,SUCO,1,UN,6.8,6.8,REFRIGERANTE,2016-01-22T12:38:37.000Z,Mesa 36,0,58.44,6.7,58.44,626,42.94,68.6,BUFFET,1,3.2,3.2,DOCINHOS,,
25.65,374,KG,25.65,68.6,BUFFET,,,,,,2016-01-22T12:40:11.000Z,Mesa 24,0,25.65,1.08,25.65,,,,,,,,,,
26.76,318,KG,21.81,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:40:46.000Z,Mesa 25,0,26.76,3.23,26.76,,,,,,,,,,
34.17,426,KG,29.22,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:42:37.000Z,Mesa 55,0,34.17,3.54,34.17,,,,,,,,,,
34.85,436,KG,29.9,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:43:47.000Z,Mesa 53,0,34.85,3.57,34.85,,,,,,,,,,
19.2,0.28,KG,19.2,68.6,BUFFET,,,,,,2016-01-22T12:44:43.000Z,Mesa 58,0,19.2,0.81,19.2,,,,,,,,,,
31,452,KG,31,68.6,BUFFET,,,,,,2016-01-22T12:44:51.000Z,Mesa 51,0,31,1.3,31,,,,,,,,,,
66.54,898,KG,61.6,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:46:46.000Z,Mesa 47,0,66.55,4.9,66.55,,,,,,,,,,
36.5,0.46,KG,31.55,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:50:04.000Z,Mesa 42,0,36.5,3.64,36.5,,,,,,,,,,
39.79,508,KG,34.84,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:50:40.000Z,Mesa 43,0,39.79,3.77,39.79,,,,,,,,,,
23.19,266,KG,18.24,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:51:19.000Z,Mesa 44,0,23.19,3.08,23.19,,,,,,,,,,
29.09,1,UN,5.5,5.5,SUCO,344,KG,23.59,68.6,BUFFET,2016-01-22T12:52:26.000Z,Mesa 59,0,29.09,1.22,29.09,,,,,,,,,,
42.13,542,KG,37.18,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:53:40.000Z,Mesa 70,0,42.13,3.87,42.13,,,,,,,,,,
27.58,0.33,KG,22.63,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:54:12.000Z,Mesa 71,0,27.58,3.26,27.58,,,,,,,,,,
112.1,1.49,KG,102.21,68.6,BUFFET,1,UN,4.95,4.95,REFRIGERANTE,2016-01-22T12:57:58.000Z,Mesa 41,0,112.11,8.91,112.11,1,4.95,4.95,REFRIGERANTE,,,,,,
33.6,0.49,KG,33.61,68.6,BUFFET,,,,,,2016-01-22T13:01:42.000Z,Mesa 60,0,33.61,1.41,33.61,,,,,,,,,,
161.23,1,UN,5.5,5.5,SUCO,1,UN,4.95,4.95,SUCO,2016-01-22T13:08:02.000Z,Mesa 75,0,161.26,15.19,161.26,1982,135.96,68.6,BUFFET,2,9.9,4.95,REFRIGERANTE,1,4.95
